"","X","Account.Number","Customer.ID","Due.Date","Modified.Date","Online.Order.Flag","Order.Date","Sales.Person.ID","Sales.Order.Number","Ship.Date","Freight","Sub.Total","Tax.Amt","Total.Due"
"2773",8847,"10-4030-026307",26307,"2007-07-28","2007-07-23",TRUE,"2007-07-16",NA,"SO51433","2007-07-23",19.4335,777.34,62.1872,858.9607
"2774",2547,"10-4030-011080",11080,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51448","2007-07-24",58.9995,2359.98,188.7984,2607.7779
"2775",2553,"10-4030-011088",11088,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51445","2007-07-24",59.1615,2366.46,189.3168,2614.9383
"2776",2582,"10-4030-011107",11107,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51447","2007-07-24",59.424,2376.96,190.1568,2626.5408
"2777",2718,"10-4030-011272",11272,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51444","2007-07-24",59.924,2396.96,191.7568,2648.6408
"2778",2926,"10-4030-011452",11452,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51450","2007-07-24",60.3748,2414.99,193.1992,2668.564
"2779",3124,"10-4030-011739",11739,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51443","2007-07-24",58.9995,2359.98,188.7984,2607.7779
"2780",3390,"10-4030-012124",12124,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51441","2007-07-24",61.2825,2451.3,196.104,2708.6865
"2781",4563,"10-4030-014198",14198,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51454","2007-07-24",60.826,2433.04,194.6432,2688.5092
"2782",6420,"10-4030-018244",18244,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51440","2007-07-24",61.0838,2443.35,195.468,2699.9018
"2783",6687,"10-4030-019159",19159,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51451","2007-07-24",28.0123,1120.49,89.6392,1238.1415
"2784",7314,"10-4030-020834",20834,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51442","2007-07-24",44.599,1783.96,142.7168,1971.2758
"2785",7764,"10-4030-022254",22254,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51452","2007-07-24",13.8493,553.97,44.3176,612.1369
"2786",8351,"10-4030-024606",24606,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51446","2007-07-24",28.887,1155.48,92.4384,1276.8054
"2787",8458,"10-4030-025088",25088,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51449","2007-07-24",31.246,1249.84,99.9872,1381.0732
"2788",8545,"10-4030-025605",25605,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51453","2007-07-24",15.0115,600.46,48.0368,663.5083
"2789",9108,"10-4030-026831",26831,"2007-07-29","2007-07-24",TRUE,"2007-07-17",NA,"SO51455","2007-07-24",31.621,1264.84,101.1872,1397.6482
"2790",2504,"10-4030-011041",11041,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51460","2007-07-25",59.5118,2380.47,190.4376,2630.4194
"2791",4528,"10-4030-014146",14146,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51461","2007-07-25",20.6833,827.33,66.1864,914.1997
"2792",5884,"10-4030-016803",16803,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51458","2007-07-25",43.9993,1759.97,140.7976,1944.7669
"2793",5887,"10-4030-016807",16807,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51459","2007-07-25",43.2068,1728.27,138.2616,1909.7384
"2794",7506,"10-4030-021300",21300,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51463","2007-07-25",28.0123,1120.49,89.6392,1238.1415
"2795",7869,"10-4030-022828",22828,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51457","2007-07-25",61.2825,2451.3,196.104,2708.6865
"2796",7906,"10-4030-022932",22932,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51462","2007-07-25",43.1495,1725.98,138.0784,1907.2079
"2797",8092,"10-4030-023607",23607,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51456","2007-07-25",61.2825,2451.3,196.104,2708.6865
"2798",9446,"10-4030-027819",27819,"2007-07-30","2007-07-25",TRUE,"2007-07-18",NA,"SO51464","2007-07-25",60.4765,2419.06,193.5248,2673.0613
"2799",2620,"10-4030-011168",11168,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51469","2007-07-26",58.9813,2359.25,188.74,2606.9713
"2800",2700,"10-4030-011259",11259,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51468","2007-07-26",60.3748,2414.99,193.1992,2668.564
"2801",3489,"10-4030-012264",12264,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51477","2007-07-26",31.096,1243.84,99.5072,1374.4432
"2802",5879,"10-4030-016794",16794,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51465","2007-07-26",44.6493,1785.97,142.8776,1973.4969
"2803",5885,"10-4030-016804",16804,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51466","2007-07-26",43.2068,1728.27,138.2616,1909.7384
"2804",5886,"10-4030-016805",16805,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51467","2007-07-26",44.224,1768.96,141.5168,1954.7008
"2805",6611,"10-4030-018899",18899,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51471","2007-07-26",13.4998,539.99,43.1992,596.689
"2806",6621,"10-4030-018907",18907,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51473","2007-07-26",14.724,588.96,47.1168,650.8008
"2807",6711,"10-4030-019202",19202,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51474","2007-07-26",29.262,1170.48,93.6384,1293.3804
"2808",7813,"10-4030-022436",22436,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51475","2007-07-26",15.199,607.96,48.6368,671.7958
"2809",9022,"10-4030-026654",26654,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51472","2007-07-26",14.0943,563.77,45.1016,622.9659
"2810",9028,"10-4030-026657",26657,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51470","2007-07-26",14.3745,574.98,45.9984,635.3529
"2811",9732,"10-4030-028694",28694,"2007-07-31","2007-07-26",TRUE,"2007-07-19",NA,"SO51476","2007-07-26",59.8265,2393.06,191.4448,2644.3313
"2812",2455,"10-4030-011001",11001,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51493","2007-07-27",60.4983,2419.93,193.5944,2674.0227
"2813",2482,"10-4030-011018",11018,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51492","2007-07-27",58.5493,2341.97,187.3576,2587.8769
"2814",2540,"10-4030-011075",11075,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51491","2007-07-27",57.3748,2294.99,183.5992,2535.964
"2815",2622,"10-4030-011171",11171,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51490","2007-07-27",59.5488,2381.95,190.556,2632.0548
"2816",2741,"10-4030-011289",11289,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51489","2007-07-27",58.1803,2327.21,186.1768,2571.5671
"2817",2962,"10-4030-011484",11484,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51482","2007-07-27",59.1245,2364.98,189.1984,2613.3029
"2818",5297,"10-4030-015555",15555,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51487","2007-07-27",14.724,588.96,47.1168,650.8008
"2819",5645,"10-4030-016316",16316,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51485","2007-07-27",61.956,2478.24,198.2592,2738.4552
"2820",5847,"10-4030-016687",16687,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51479","2007-07-27",62.308,2492.32,199.3856,2754.0136
"2821",5881,"10-4030-016798",16798,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51486","2007-07-27",44.124,1764.96,141.1968,1950.2808
"2822",5919,"10-4030-016937",16937,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51480","2007-07-27",43.6243,1744.97,139.5976,1928.1919
"2823",5974,"10-4030-017098",17098,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51481","2007-07-27",14.6743,586.97,46.9576,648.6019
"2824",6392,"10-4030-018213",18213,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51478","2007-07-27",62.308,2492.32,199.3856,2754.0136
"2825",6692,"10-4030-019170",19170,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51497","2007-07-27",28.794,1151.76,92.1408,1272.6948
"2826",6708,"10-4030-019198",19198,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51498","2007-07-27",28.887,1155.48,92.4384,1276.8054
"2827",6859,"10-4030-019433",19433,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51484","2007-07-27",61.9585,2478.34,198.2672,2738.5657
"2828",7080,"10-4030-020036",20036,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51488","2007-07-27",65.4655,2618.62,209.4896,2893.5751
"2829",7406,"10-4030-021014",21014,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51500","2007-07-27",15.199,607.96,48.6368,671.7958
"2830",7557,"10-4030-021487",21487,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51496","2007-07-27",13.7245,548.98,43.9184,606.6229
"2831",7850,"10-4030-022668",22668,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51499","2007-07-27",29.362,1174.48,93.9584,1297.8004
"2832",8091,"10-4030-023606",23606,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51483","2007-07-27",63.586,2543.44,203.4752,2810.5012
"2833",8854,"10-4030-026311",26311,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51494","2007-07-27",18.7835,751.34,60.1072,830.2307
"2834",9112,"10-4030-026862",26862,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51501","2007-07-27",31.246,1249.84,99.9872,1381.0732
"2835",9859,"10-4030-029043",29043,"2007-08-01","2007-07-27",TRUE,"2007-07-20",NA,"SO51495","2007-07-27",61.1763,2447.05,195.764,2703.9903
"2836",2513,"10-4030-011053",11053,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51505","2007-07-28",58.2495,2329.98,186.3984,2574.6279
"2837",3058,"10-4030-011616",11616,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51506","2007-07-28",19.607,784.28,62.7424,866.6294
"2838",3535,"10-4030-012315",12315,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51510","2007-07-28",60.4765,2419.06,193.5248,2673.0613
"2839",4231,"10-4030-013662",13662,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51503","2007-07-28",20.987,839.48,67.1584,927.6254
"2840",5834,"10-4030-016662",16662,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51507","2007-07-28",19.436,777.44,62.1952,859.0712
"2841",5877,"10-4030-016792",16792,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51504","2007-07-28",43.3995,1735.98,138.8784,1918.2579
"2842",6896,"10-4030-019475",19475,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51502","2007-07-28",15.2985,611.94,48.9552,676.1937
"2843",7771,"10-4030-022273",22273,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51508","2007-07-28",14.3745,574.98,45.9984,635.3529
"2844",7795,"10-4030-022393",22393,"2007-08-02","2007-07-28",TRUE,"2007-07-21",NA,"SO51509","2007-07-28",14.724,588.96,47.1168,650.8008
"2845",2453,"10-4030-011000",11000,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51522","2007-07-29",58.5493,2341.97,187.3576,2587.8769
"2846",2477,"10-4030-011015",11015,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51520","2007-07-29",62.5243,2500.97,200.0776,2763.5719
"2847",2668,"10-4030-011237",11237,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51516","2007-07-29",57.9998,2319.99,185.5992,2563.589
"2848",2866,"10-4030-011403",11403,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51512","2007-07-29",59.9488,2397.95,191.836,2649.7348
"2849",4483,"10-4030-014078",14078,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51519","2007-07-29",20.987,839.48,67.1584,927.6254
"2850",5567,"10-4030-016132",16132,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51518","2007-07-29",61.4905,2459.62,196.7696,2717.8801
"2851",5673,"10-4030-016391",16391,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51515","2007-07-29",61.0838,2443.35,195.468,2699.9018
"2852",5791,"10-4030-016570",16570,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51513","2007-07-29",44.3993,1775.97,142.0776,1962.4469
"2853",6122,"10-4030-017700",17700,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51514","2007-07-29",15.5993,623.97,49.9176,689.4869
"2854",6414,"10-4030-018241",18241,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51511","2007-07-29",61.9985,2479.94,198.3952,2740.3337
"2855",7083,"10-4030-020039",20039,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51517","2007-07-29",61.4333,2457.33,196.5864,2715.3497
"2856",7374,"10-4030-020977",20977,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51527","2007-07-29",14.3745,574.98,45.9984,635.3529
"2857",7555,"10-4030-021470",21470,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51524","2007-07-29",14.074,562.96,45.0368,622.0708
"2858",7838,"10-4030-022614",22614,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51526","2007-07-29",28.887,1155.48,92.4384,1276.8054
"2859",8283,"10-4030-024427",24427,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51523","2007-07-29",60.0085,2400.34,192.0272,2652.3757
"2860",9440,"10-4030-027799",27799,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51525","2007-07-29",29.362,1174.48,93.9584,1297.8004
"2861",9717,"10-4030-028671",28671,"2007-08-03","2007-07-29",TRUE,"2007-07-22",NA,"SO51521","2007-07-29",18.5588,742.35,59.388,820.2968
"2862",2616,"10-4030-011158",11158,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51534","2007-07-30",59.899,2395.96,191.6768,2647.5358
"2863",2745,"10-4030-011291",11291,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51533","2007-07-30",57.3748,2294.99,183.5992,2535.964
"2864",2806,"10-4030-011337",11337,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51531","2007-07-30",59.724,2388.96,191.1168,2639.8008
"2865",6401,"10-4030-018219",18219,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51528","2007-07-30",61.5073,2460.29,196.8232,2718.6205
"2866",6405,"10-4030-018222",18222,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51529","2007-07-30",61.658,2466.32,197.3056,2725.2836
"2867",6558,"10-4030-018698",18698,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51536","2007-07-30",43.3995,1735.98,138.8784,1918.2579
"2868",6688,"10-4030-019160",19160,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51539","2007-07-30",29.5868,1183.47,94.6776,1307.7344
"2869",6714,"10-4030-019213",19213,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51540","2007-07-30",28.887,1155.48,92.4384,1276.8054
"2870",6809,"10-4030-019362",19362,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51530","2007-07-30",61.0838,2443.35,195.468,2699.9018
"2871",7598,"10-4030-021597",21597,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51538","2007-07-30",14.037,561.48,44.9184,620.4354
"2872",7841,"10-4030-022630",22630,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51541","2007-07-30",29.1118,1164.47,93.1576,1286.7394
"2873",7851,"10-4030-022669",22669,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51542","2007-07-30",28.0123,1120.49,89.6392,1238.1415
"2874",7866,"10-4030-022808",22808,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51532","2007-07-30",61.9585,2478.34,198.2672,2738.5657
"2875",7904,"10-4030-022931",22931,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51535","2007-07-30",42.5248,1700.99,136.0792,1879.594
"2876",9560,"10-4030-028201",28201,"2007-08-04","2007-07-30",TRUE,"2007-07-23",NA,"SO51537","2007-07-30",60.4765,2419.06,193.5248,2673.0613
"2877",2472,"10-4030-011009",11009,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51562","2007-07-31",57.432,2297.28,183.7824,2538.4944
"2878",2486,"10-4030-011022",11022,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51556","2007-07-31",58.057,2322.28,185.7824,2566.1194
"2879",2489,"10-4030-011025",11025,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51561","2007-07-31",60.1368,2405.47,192.4376,2658.0444
"2880",2501,"10-4030-011037",11037,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51555","2007-07-31",59.3558,2374.23,189.9384,2623.5242
"2881",2683,"10-4030-011244",11244,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51544","2007-07-31",58.8748,2354.99,188.3992,2602.264
"2882",2710,"10-4030-011266",11266,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51554","2007-07-31",58.599,2343.96,187.5168,2590.0758
"2883",2736,"10-4030-011286",11286,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51553","2007-07-31",59.3988,2375.95,190.076,2625.4248
"2884",2850,"10-4030-011387",11387,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51550","2007-07-31",58.8745,2354.98,188.3984,2602.2529
"2885",3524,"10-4030-012300",12300,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51547","2007-07-31",62.4585,2498.34,199.8672,2760.6657
"2886",3904,"10-4030-013058",13058,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51551","2007-07-31",14.724,588.96,47.1168,650.8008
"2887",4287,"10-4030-013747",13747,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51552","2007-07-31",21.5993,863.97,69.1176,954.6869
"2888",4991,"10-4030-015017",15017,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51569","2007-07-31",15.199,607.96,48.6368,671.7958
"2889",5144,"10-4030-015276",15276,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51567","2007-07-31",14.0943,563.77,45.1016,622.9659
"2890",6082,"10-4030-017511",17511,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51563","2007-07-31",14.3065,572.26,45.7808,632.3473
"2891",6388,"10-4030-018210",18210,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51543","2007-07-31",61.658,2466.32,197.3056,2725.2836
"2892",6737,"10-4030-019271",19271,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51560","2007-07-31",14.3745,574.98,45.9984,635.3529
"2893",6818,"10-4030-019382",19382,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51545","2007-07-31",61.0838,2443.35,195.468,2699.9018
"2894",6849,"10-4030-019424",19424,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51548","2007-07-31",62.783,2511.32,200.9056,2775.0086
"2895",7550,"10-4030-021448",21448,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51568","2007-07-31",14.112,564.48,45.1584,623.7504
"2896",7643,"10-4030-021858",21858,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51549","2007-07-31",62.308,2492.32,199.3856,2754.0136
"2897",7819,"10-4030-022459",22459,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51570","2007-07-31",13.4998,539.99,43.1992,596.689
"2898",7956,"10-4030-023104",23104,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51558","2007-07-31",32.7118,1308.47,104.6776,1445.8594
"2899",8276,"10-4030-024414",24414,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51566","2007-07-31",59.9513,2398.05,191.844,2649.8453
"2900",8349,"10-4030-024605",24605,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51559","2007-07-31",29.6115,1184.46,94.7568,1308.8283
"2901",8455,"10-4030-025085",25085,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51565","2007-07-31",30.7208,1228.83,98.3064,1357.8572
"2902",8851,"10-4030-026309",26309,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51564","2007-07-31",18.7835,751.34,60.1072,830.2307
"2903",8887,"10-4030-026381",26381,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51546","2007-07-31",63.0208,2520.83,201.6664,2785.5172
"2904",9432,"10-4030-027765",27765,"2007-08-05","2007-07-31",TRUE,"2007-07-24",NA,"SO51557","2007-07-31",18.5588,742.35,59.388,820.2968
"2905",2468,"10-4030-011007",11007,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51581","2007-08-01",59.7988,2391.95,191.356,2643.1048
"2906",2505,"10-4030-011042",11042,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51577","2007-08-01",57.9998,2319.99,185.5992,2563.589
"2907",2512,"10-4030-011052",11052,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51582","2007-08-01",58.4318,2337.27,186.9816,2582.6834
"2908",2670,"10-4030-011238",11238,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51573","2007-08-01",58.2495,2329.98,186.3984,2574.6279
"2909",2956,"10-4030-011481",11481,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51576","2007-08-01",59.3745,2374.98,189.9984,2624.3529
"2910",4458,"10-4030-014046",14046,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51571","2007-08-01",31.721,1268.84,101.5072,1402.0682
"2911",5542,"10-4030-016015",16015,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51583","2007-08-01",14.3745,574.98,45.9984,635.3529
"2912",5631,"10-4030-016291",16291,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51574","2007-08-01",61.9585,2478.34,198.2672,2738.5657
"2913",6613,"10-4030-018900",18900,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51580","2007-08-01",13.8493,553.97,44.3176,612.1369
"2914",6718,"10-4030-019240",19240,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51585","2007-08-01",28.887,1155.48,92.4384,1276.8054
"2915",7772,"10-4030-022274",22274,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51584","2007-08-01",14.3745,574.98,45.9984,635.3529
"2916",7785,"10-4030-022323",22323,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51575","2007-08-01",61.0838,2443.35,195.468,2699.9018
"2917",8133,"10-4030-023759",23759,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51572","2007-08-01",61.8988,2475.95,198.076,2735.9248
"2918",9026,"10-4030-026656",26656,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51579","2007-08-01",14.074,562.96,45.0368,622.0708
"2919",9427,"10-4030-027744",27744,"2007-08-06","2007-08-01",TRUE,"2007-07-25",NA,"SO51578","2007-08-01",16.0988,643.95,51.516,711.5648
"2920",2462,"10-4030-011004",11004,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51595","2007-08-02",59.424,2376.96,190.1568,2626.5408
"2921",2500,"10-4030-011036",11036,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51593","2007-08-02",58.8745,2354.98,188.3984,2602.2529
"2922",2549,"10-4030-011082",11082,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51592","2007-08-02",58.2498,2329.99,186.3992,2574.639
"2923",2576,"10-4030-011104",11104,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51594","2007-08-02",58.3745,2334.98,186.7984,2580.1529
"2924",2624,"10-4030-011175",11175,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51591","2007-08-02",58.5493,2341.97,187.3576,2587.8769
"2925",2716,"10-4030-011271",11271,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51590","2007-08-02",59.8743,2394.97,191.5976,2646.4419
"2926",2862,"10-4030-011401",11401,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51589","2007-08-02",59.3618,2374.47,189.9576,2623.7894
"2927",2907,"10-4030-011439",11439,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51602","2007-08-02",60.4765,2419.06,193.5248,2673.0613
"2928",2928,"10-4030-011453",11453,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51597","2007-08-02",59.5733,2382.93,190.6344,2633.1377
"2929",6382,"10-4030-018207",18207,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51586","2007-08-02",62.783,2511.32,200.9056,2775.0086
"2930",7768,"10-4030-022262",22262,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51600","2007-08-02",13.4998,539.99,43.1992,596.689
"2931",8273,"10-4030-024404",24404,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51598","2007-08-02",59.6018,2384.07,190.7256,2634.3974
"2932",8274,"10-4030-024405",24405,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51599","2007-08-02",60.4765,2419.06,193.5248,2673.0613
"2933",8457,"10-4030-025087",25087,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51596","2007-08-02",31.246,1249.84,99.9872,1381.0732
"2934",8546,"10-4030-025608",25608,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51601","2007-08-02",13.4998,539.99,43.1992,596.689
"2935",8588,"10-4030-025769",25769,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51588","2007-08-02",62.8733,2514.93,201.1944,2778.9977
"2936",8590,"10-4030-025780",25780,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51587","2007-08-02",61.9985,2479.94,198.3952,2740.3337
"2937",9978,"10-4030-029401",29401,"2007-08-07","2007-08-02",TRUE,"2007-07-26",NA,"SO51603","2007-08-02",30.596,1223.84,97.9072,1352.3432
"2938",2464,"10-4030-011005",11005,"2007-08-08","2007-08-03",TRUE,"2007-07-27",NA,"SO51612","2007-08-03",59.0568,2362.27,188.9816,2610.3084
"2939",2485,"10-4030-011021",11021,"2007-08-08","2007-08-03",TRUE,"2007-07-27",NA,"SO51610","2007-08-03",59.299,2371.96,189.7568,2621.0158
